,product_id,product_name,description,price,consumer_description
10,37202,Apple 8GB Green 4th Generation iPod Nano - MB745LLA,"Apple 8GB Green 4th Generation iPod Nano - MB745LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Green Finish",$149.00,"The Apple 8GB Green 4th Generation iPod Nano is a portable music player that allows you to listen to your favorite songs anytime, anywhere. Its sleek design features a vibrant green color, making it a stylish accessory. With its 8GB storage capacity, you can store thousands of songs, ensuring a diverse music library at your fingertips. The iPod Nano is also equipped with a 2-inch color display, allowing you to easily navigate through your music library and access other features such as FM radio, podcasts, and audiobooks. It is perfect for those who are always on the go and want to enjoy their music collection while enjoying a compact and user-friendly device."
11,37207,Apple 8GB Black 4th Generation iPod Nano - MB754LLA,"Apple 8GB Black 4th Generation iPod Nano - MB754LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Black Finish",$144.00,"The Apple 8GB Black 4th Generation iPod Nano is a sleek and compact music player that allows you to take your favorite songs wherever you go. With its 8GB storage capacity, you can store a large number of songs, podcasts, and audiobooks. The black color gives it a sophisticated look, and the 4th generation design ensures a simple and user-friendly interface. It features a bright color display for easy navigation and playback controls for seamless music browsing. With its long battery life and lightweight design, you can enjoy hours of uninterrupted music on the go."
12,37208,Apple 120GB Silver 7th Generation iPod Classic - MB562LLA,"Apple 120GB Silver 7th Generation iPod Classic - MB562LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Silver Finish",,"The Apple 120GB Silver 7th Generation iPod Classic - MB562LLA is a sleek and stylish portable music player that lets you carry your entire music library wherever you go. With a massive 120GB storage capacity, it can hold thousands of songs, videos, and even photos. The iconic click wheel makes it easy to navigate through your content, and the bright, high-resolution display delivers crisp visuals. Whether you're on a long commute or taking a jog, the iPod Classic ensures uninterrupted entertainment with its long battery life. Plus, it features a polished silver design that exudes elegance, making it a standout device for music lovers who value both style and functionality."
13,37210,Apple 120GB Black 7th Generation iPod Classic - MB565LLA,"Apple 120GB Black 7th Generation iPod Classic - MB565LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Black Finish",,"The Apple 120GB Black 7th Generation iPod Classic - MB565LLA is a sleek and portable gadget that allows you to carry your entire music library with you wherever you go. With its generous storage capacity of 120GB, you can store up to 30,000 songs, ensuring that you never run out of music to enjoy. The black and elegant design adds a touch of sophistication, while the user-friendly interface and click wheel make it easy to navigate through your playlists. With a long battery life, you can listen to your favorite tunes for hours on end without needing to recharge. Whether you're commuting, exercising, or relaxing at home, this iPod Classic is the perfect companion for music lovers on the go."
14,37211,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA/ Holds Up To 240 Songs In 128-Kbps AAC Format/ 12 Hours Of Continuous Playback/ Skip-Free Playback/ Battery Indicator/ Shuffle Switch/ Built-In Clip/ Mac And Windows Compatible/ Pink Finish,$49.00,"The Apple 1GB Pink 2nd Generation iPod Shuffle (MB811LLA) is a compact and stylish music player that allows you to enjoy your favorite tunes on the go. With its sleek design and vibrant pink color, it is both visually appealing and easy to use. The 1GB storage capacity ensures that you have enough space to store a decent amount of music tracks. With simple controls and a built-in clip, you can easily attach it to your clothing or accessories for hands-free listening. It offers a long battery life, allowing you to enjoy hours of uninterrupted music. Whether you're exercising, commuting, or relaxing, this iPod Shuffle is the perfect companion for your music needs."
15,37231,Yamaha YAS-71 Black Front Surround System - YAS71BK,"Yamaha YAS-71 Black Front Surround System - YAS71BK/ 210 Watts Total Power/ Dolby Digital, DTS And Dolby Pro Logic II Compatibility/ CINEMA DSP Digital/ Magnetic Shielding/ Digital Amplifier/ Air Surround Xtreme/ 4 Surround Programs/ Compressed Music Enhancer/ Night Listening Mode/ Black Finish",,"The Yamaha YAS-71 Black Front Surround System, also known as YAS71BK, is a high-quality audio system that brings immersive surround sound into your living room. With its sleek black design, it effortlessly blends into any home decor. This system includes advanced technology such as Digital Sound Projector and Air Surround Xtreme, which deliver rich and dynamic sound by producing virtual surround effects. The YAS71BK is also incredibly easy to set up and use, thanks to its single-cable connection and intuitive control options. Whether you're watching movies, playing games, or listening to music, this front surround system enhances your audio experience and brings a cinematic feel to your home entertainment."
16,37235,Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10,"Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10/ SXRD 1920 x 1080p Full HD Panels/ 30,000:1 Dynamic Contrast Ratio/ Fully Digital Signal Processing/ 200Watts Ultra-High-Pressure Lamp/ Whisper-Quiet Fan Noise And Noise Reduction Function/ Two HDMI Inputs/ BRAVIA Theatre Sync/ Remote Commander/ Black Finish","$3,499.00","The Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10 is a high-quality and immersive home theater system that brings the big screen experience right into your living room. With its advanced SXRD technology, it delivers incredibly detailed and crystal-clear 1080p high-definition video, making movies, TV shows, and sports events come to life with vibrant colors and sharpness. The projector's sleek design and compact size make it easy to set up and install, whether mounted on the ceiling or placed on a table. Its powerful capabilities, including a high contrast ratio and deep black levels, ensure a truly cinematic experience, while its abundance of connectivity options allow you to easily connect your favorite devices like Blu-ray players, gaming consoles, and streaming devices. Whether you're a movie enthusiast or simply looking to enhance your home entertainment setup, the Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10 is a top-of-the-line choice that brings the magic of the big screen to your home."
17,37254,Canon PIXMA Black Photo Printer - IP4600,Canon PIXMA Black Photo Printer - IP4600/ Premium Printer With Individual Ink Tanks And Built-In Auto Duplex/ Print 4' x 6' Photo In 20 Seconds/ Dual Paper Trays/ Maximum 9600 x 2400 Color Dpi/ Automatic Image Optimization/ ENERGY STAR Qualified/ Black Finish,$99.00,"The Canon PIXMA Black Photo Printer - IP4600 is a versatile and high-quality printer designed to meet all your photo printing needs. With its sleek black design, this printer effortlessly blends into any home or office setup. It features advanced technology and a 5-color ink system, delivering stunning and vibrant photos with an impressive resolution of up to 9600 x 2400 dpi. The IP4600 offers convenient features like automatic double-sided printing, borderless photo printing, and direct printing from compatible devices like cameras or memory cards. Whether you want to print professional-looking photos or everyday documents, this Canon PIXMA printer is sure to deliver exceptional results."
18,37257,Canon PIXMA Photo All-In-One Printer - MP980,"Canon PIXMA Photo All-In-One Printer - MP980/ High Performance Wireless Printer, Copier And Scanner/ Easy Scroll Wheel/ 3.5' High Definition LCD Display/ Maximum 9600 x 2400 Color Dpi/ Six Individual Inks Tanks/ Auto Duplex Print/ Smart Copying/ Automatic Image Optimization/ No Warm-Up/ ENERGY STAR Qualified",$299.00,"The Canon PIXMA Photo All-In-One Printer - MP980 is a versatile and advanced printer that allows you to effortlessly print high-quality photos and documents from the comfort of your home. With its sleek design and user-friendly interface, this printer is perfect for any consumer looking to bring their photos to life. Equipped with advanced features such as a built-in scanner and copier, you can easily make copies and scan documents with exceptional clarity. The MP980 also offers wireless connectivity, allowing you to print directly from your smartphone or laptop without the need for any extra cables. With its impressive printing speed and professional results, this printer is the ideal choice for amateur photographers and home office users alike."
19,37287,Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U,Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U/ 720p (1366 x 768) HD CineSpeed Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Digital Tuner/ 10 Bit Video Processor/ 60Hz Video Scan Rate/ Color Temperature Control/ Auto Aspect Control/ Black Finish,,"The Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U is a high-quality television that offers a superior viewing experience. With its sleek black design and LCD display technology, this TV delivers sharp and vibrant picture quality. The 32-inch screen size is perfect for smaller spaces like bedrooms or apartments. It comes with a variety of inputs, including HDMI and VGA, allowing you to easily connect your gaming consoles, DVD players, and other devices. The built-in TV tuner ensures you can access all your favorite local channels without the need for an additional set-top box. Overall, this Toshiba HDTV is a reliable and affordable choice that offers impressive performance and features for the average consumer."
20,37293,Sony VAIO AW Series Titanium Grey Notebook Computer - VGNAW110JH,Sony VAIO AW Series Titanium Grey Notebook Computer - VGNAW110JH/ 2.26GHz Intel Core 2 Duo Processor P8400/ 18.4' (1680 x 945) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone With Face-Tracking Technology/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ Blu-ray Drive (Read Only)/ Titanium Grey Finish,,"The Sony VAIO AW Series Titanium Grey Notebook Computer (model VGNAW110JH) is a highly reliable and stylish laptop designed for consumers. This sleek and lightweight notebook offers top-notch performance and versatility, making it perfect for everyday use and entertainment purposes. With its advanced features and impressive processing power, users can enjoy smooth multitasking, seamless browsing, and immersive multimedia experiences. The stunning titanium grey finish adds a touch of sophistication to its sleek design, while the expansive display and high-resolution graphics deliver vivid visuals and sharp details. Whether you're a student, professional, or simply seeking a capable and attractive laptop, the Sony VAIO AW Series Notebook is a premium option that offers uncompromising quality and functionality."
21,37301,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER/ 2.0GHz Intel Core 2 Duo Processor T5800/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 3GB PC2-6400 (2GBx1 + 1GBx1) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 32-bit With SP1/ Red Finish,,"The Sony VAIO CS Series Red Notebook Computer (VGNCS110ER) is a sleek and stylish laptop that is perfect for everyday use. Its vibrant red color adds a fun and eye-catching element to the design. Equipped with a powerful Intel Core 2 Duo processor, this notebook ensures smooth performance and speedy multitasking. The 14.1-inch LED-backlit display delivers brilliant visuals, enhancing your multimedia and gaming experience. It also features an integrated webcam and microphone for easy video chatting and online conferences. With a generous amount of storage space, you can store all your files, photos, and videos easily. Additionally, the VAIO CS Series Red Notebook Computer boasts excellent wireless connectivity options and a long battery life, making it the ideal choice for users on the go."
22,37308,Sony VAIO CS Series Pink Notebook Computer - VGNCS180JP,Sony VAIO CS Series Pink Notebook Computer - VGNCS180JP/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Pink Finish,,"The Sony VAIO CS Series Pink Notebook Computer - VGNCS180JP is a stylish and high-performance laptop designed for everyday use. Its vibrant pink color adds a touch of personality, making it an attractive choice for fashion-conscious consumers. With a powerful processor and ample storage space, this notebook offers smooth multitasking and the ability to store a large number of files and applications. The crisp and vibrant display ensures an enjoyable media experience, whether it's watching videos or browsing the web. Additionally, its lightweight design and long battery life make it ideal for on-the-go use, ensuring productivity and entertainment wherever you are."
23,37309,Sony VAIO CS Series Black Notebook Computer - VGNCS180JQ,Sony VAIO CS Series Black Notebook Computer - VGNCS180JQ/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Black Finish,,"The Sony VAIO CS Series Black Notebook Computer, also known as VGNCS180JQ, is a sleek and stylish laptop that combines powerful performance with a lightweight design. Perfect for students and professionals alike, this notebook features a 14-inch display with vibrant colors and sharp details, offering an immersive viewing experience. With an Intel Core 2 Duo processor and ample storage space, the VAIO CS Series ensures smooth multitasking and fast data access. Additionally, its built-in webcam allows for easy video conferencing, and the laptop's high-quality speakers deliver clear audio. Fitted with a long-lasting battery, this Sony notebook offers the convenience of all-day use without the need for frequent charging. Overall, the Sony VAIO CS Series Black Notebook Computer is an excellent choice for those seeking both style and performance in a portable package."
24,37310,Sony VAIO CS Series Red Notebook Computer - VGNCS180JR,Sony VAIO CS Series Red Notebook Computer - VGNCS180JR/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Red Finish,,"The Sony VAIO CS Series Red Notebook Computer - VGNCS180JR is a sleek and stylish laptop designed for consumers who prioritize both performance and aesthetics. With its vibrant red color, this notebook stands out among the crowd. Powered by an Intel Core 2 Duo processor and 4GB of RAM, it offers speedy performance for tasks such as web browsing, multimedia streaming, and office applications. The 14.1-inch display provides crystal-clear visuals, while the integrated graphics card delivers smooth and immersive gaming experiences. Additionally, it comes with a 320GB hard drive, providing ample storage space for all your files and documents. With its lightweight design and long-lasting battery life, this Sony VAIO CS Series laptop is the perfect companion for both work and play."
25,37311,Sony VAIO CS Series White Notebook Computer - VGNCS180JW,Sony VAIO CS Series White Notebook Computer - VGNCS180JW/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ White Finish,,"The Sony VAIO CS Series White Notebook Computer - VGNCS180JW is a sleek and stylish laptop that offers a great combination of performance and portability. With its elegant white design, it stands out from the crowd and is perfect for people who value both style and functionality. Equipped with an Intel Core 2 Duo processor and 4GB of RAM, this laptop ensures smooth multitasking and effortless performance for everyday tasks. It features a 14.1-inch widescreen display with stunning visuals, making it ideal for watching movies, browsing the web, or working on creative projects. Additionally, with its ample storage space and various connectivity options, including USB ports and a DVD burner, it provides convenient options for saving and transferring files. Overall, the Sony VAIO CS Series White Notebook Computer - VGNCS180JW is a reliable and eye-catching laptop that caters to the needs of tech-savvy consumers."
26,37322,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS/ 2.0GHz Intel Core 2 Duo Processor T5800/ 15.4' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Blu-ray Drive (Read Only)/ Silver Finish,,"The Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS is a sleek and stylish laptop that combines both performance and reliability. With its powerful Intel Core i5 processor and 4GB of RAM, this notebook is capable of handling all your daily computing tasks with ease. Whether you're browsing the internet, streaming movies, or working on documents, the VAIO NS Series provides a smooth and seamless experience. The 15.4-inch display offers vibrant visuals, while the spacious 250GB hard drive allows you to store all your files, photos, and videos. The silver design adds a touch of elegance, making it a great choice for both work and play."
27,37331,Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022,"Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022/ 800 x 480 Resolution/ 480i, 480p, 720p, 1080i DTV Input Format/ ATSC/QAM/NTSC Tuner/ Digital Comb Filter And Noise Reduction/ 400:1 Contrast Ratio/ 30ms Response Time/ Black Finish",,"The Coby 10.2"" Black LCD Flat Panel HDTV - TFTV1022 is a compact and stylish television that offers a high-quality viewing experience. It features a 10.2-inch LCD display with a black frame, making it perfect for small living spaces or bedrooms. The TFTV1022 delivers sharp and vibrant images with its impressive HD resolution, ensuring enjoyable entertainment. With its built-in HDMI and VGA inputs, this HDTV can be easily connected to other devices such as gaming consoles or laptops, expanding your entertainment options. Additionally, it includes convenient features like a built-in digital tuner, allowing you to access your favorite channels without the need for a separate cable box. Whether you're watching your favorite shows or playing games, the Coby 10.2"" Black LCD Flat Panel HDTV - TFTV1022 offers an immersive and enjoyable viewing experience."
